job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,benefits_length,has_company_profile,has_company_benefits,description_short,job_type
830,"EXPERIENCED COMMIS CHEF WANTED - GREAT PAY, BENEFITS & TEAM","GB, LND, London",,,not mentioned,"we are looking for a commis chef to join us and be a part of the expansion of yoobi - london's best-rated sushi restaurants in london.we are looking for a passionate and energetic commis chef to work as part of our team to prepare and deliver high quality food. all of the food we prepare is wonderfully fresh and seasonal, so experience with high quality seasonal ingredients is necessary. hard work, attention to detail, and an ability to learn quickly and grasp new concepts is essential.the ideal candidate will have:1-2 years experience working within a kitchena strong work ethic a passion for food with a desire to learn drive and ambition to progress your career in an expanding restaurant group the legal right to work in the uk uk bank account and ni numberin return we will offer:a competitive remuneration package a team that nurtures growth and development meals on duty and company staff benefitsyour application will only be considered if you fulfil the criteria above.",not mentioned,not mentioned,0,1,0,Full-time,Not Applicable,Unspecified,Restaurants,Other,0,984,13,13,0,0,Long,Real Job
854,Shuttle Bus Driver - Windsor,"CA, ON, Windsor",Transit,,"voyageur is one of ontario's leading transportation companies, serving southwestern and central ontario for over 34 years. voyageur offers professional passenger transportation solutions in four different business segments: non-emergency medical transportation (wheelchair and stretcher transfers), school bussing and charters, public transit (conventional and para), and checker limousine. we also provide various training solutions including red cross first aid and cpr and first responder training, licence upgrading and various health and safety programs. we continuously focus on safety and driver training. a careful recruitment process, a comprehensive orientation program, regular road evaluations, performance appraisals and defensive driving education programs assist us to maintain the standards of our drivers and the quality of the services they provide. much of our management team and seasoned drivers have been a part of the voyageur team for many years.","together we’re going places  voyageur transportation services is currently recruiting for a shuttle bus driver in windsor. with a large emphasis on training and orientation, voyageur dedicates itself to supporting the growth of our employees by allowing them to develop the necessary skills in order to be successful. we provide our employees the necessary training tools in order to service our customers and clients more effectively. we remain true to our traditional family owned and operated values through our value added services, commitment to our community and our continued services provided by our long term standing employees.voyageur transportation is committed to provide accommodation for individuals with disabilities throughout the recruitment process. accommodations are available upon request of the internal or external applicant. if you require an accommodation due to a disability for an interview, please notify human resources directly to make appropriate arrangements when contacted for an interview.","candidates should ideally demonstrate the following:posses a b, c, e, or f license. applicants with a d or a license may be considered but must be able to upgrade to an f class license immediately.posses clean drivers abstract and obtain a recent copy for a driver file.display safe and defensive driving techniques.ability to work independently.demonstrate excellent customer service skillshave a sound knowledge of the city of windsor.be available to work flexible hours. duties: transportation of individualsproperly complete hours of service paperworkbe able to maintain a strict schedule by arriving at designated locations on time.","voyageur prides itself on its family-run tradition and culture, our social committee organizes several social events throughout the year for our staff and their families and we welcome all our drivers to join us at barbeques during the summer and breakfast meetings in the school year.with several other divisions such as luxury charters, non emergency patient transfer, paratransit and taxi/limousine the career opportunities with voyageur are limitless",0,1,1,Unknown,Unknown,Unknown,Transportation/Trucking/Railroad,Unknown,0,1025,637,455,1,1,Long,Real Job
931,Office Assistant,"US, TX, Austin",Operations,,"why csd?csd is not only a great place to work, but also to learn, grow and give back to the community. our organization is made up of talented, motivated people from diverse cultural, educational and professional backgrounds. we believe in teamwork, shared ideas, and creating solutions together while respecting individuality and innovation. we seek out people who want to see their ideas put into action, are committed to making a difference and who believe that more is possible who we arehere, you will discover colleagues who have passion for our company, our community, customers and each other, and that are led by a team of outstanding people who believe that more is possible from each and every one of us. ","this position will act as the primary receptionist for the austin office and will be responsible for providing office staff with basic administrative support, maintaining a welcoming and creative space, and ensuring that office staff have the supplies necessary to effectively perform their responsibilities.  some specific responsibilities include: maintaining building security by managing the access cards, office keys and ensuring that public doors are accessible during regular business hoursoverseeing office custodial services, including upkeep of the csd café and ensuring that the café is cleaned and stocked maintaining office supplies by checking stock to determine inventory levels, anticipating requirements, placing and expediting orders, verifying receipts, stocking items, and delivering supplies to work stationsmaintaining equipment by completing basic preventive maintenance, troubleshooting failures, calling for repairs, and monitoring equipment operationserving customers by answering questions, forwarding messages, confirming customer orders, keeping customers informed of order status, and assisting with office tourscoordinating and preparing for meetings and special events by assisting with registrations and confirmations, reserving rooms, and arranging for refreshments and necessary equipmentproviding staff support by preparing bulk mailings, sending and receiving faxes and e-mails, coordinating and confirming conference room reservations, and distributes/sorts mailother office duties as assigned by supervisor.",high school diploma or equivalentminimum of 2 years of professional experience providing administrative support in an office environmentproficient signed communication skills.,"csd offers a competitive benefits package for full-time employees. for a full list of benefits and perks, please visit the career's page. communication service for the deaf, inc. is an equal opportunity affirmative action employer and drug free and tobacco free workplace.",0,1,1,Full-time,Entry level,High School or equivalent,Nonprofit Organization Management,Administrative,0,1553,177,272,1,1,Long,Real Job
1074,Customer Service Team Lead,"US, CA, Newark",,,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","we are currently seeking a customer service team lead. the right candidate will be an integral part of our talented team, supporting our continued growth. this position will be located in our newark, ca location.responsibilities include, but are not limited to:coordinate work for customer service associates.process mail, deliver mail, scan in/out packages and deliver mail/packages.coordinate work for customer service associatesrun mail meter and inserter equipmenthandle time-off requests and day-to-day processes of the teamhelp resolve employee and customer concerns/issuesadministrative services/processing large volume reports using excel and assisting manager with quarterly business reviewslift large bundles of mail and make mail deliverieshandle time-sensitive materialperform duties and special requests as assigned by managementbalance workload provide guidance and direction to team serve as focal point for communication with customer and company personnelensure operating and quality standards are met based on service objectivesmaintain accuracy of required reports, logs and measurementsensure the highest levels of customer careensure adherence to business guidelines, safety &amp security proceduresresponsible for all aspects of equipment make appropriate equipment recommendationsprovide constructive feedback and recognition to teamsupport financial results by minimizing site waste and rework","requirements:experience coordinating extensive reprographic operationsexperience coordinating/deploying work to employees requiredminimum of 1-year customer service related experience requiredability to resolve employee and customer concerns/issuesability to communicate both verbally and written with customers and company personnelhigh school diploma or equivalent (ged) requiredability to effectively work individually or in a team environmentability to handle multiple projects simultaneouslystrong organizational and administrative skills requiredability to meet employer's attendance policycomputer proficiency in email environments, ms word/excelheavy liftingability to adhere and administer companies policies and proceduresstanding for long periods of timesignificant walkingwillingness to work overtime if neededwillingness to submit to a pre-employment drug screen and criminal background checkmay require flexible work schedules ",not mentioned,0,1,0,Full-time,Entry level,High School or equivalent,Computer Hardware,Customer Service,0,1421,941,13,1,0,Long,Real Job
1076,"International Broadcaster, Sango Language","US, DC, Washington",,,"applied memetics llc is a professional services company dedicated to integrating and delivering best practice communication and information solutions in pre-conflict, conflict, or post-conflict areas.  the world has changed: ‘always on’ brands require a new way of thinking to engage and manage their consumers. our purpose is to inspire original thinking through a deeper understanding of technology and human behaviour.  from strategy through to implementation, our teams of connected specialists – all experts in their respective fields – work together to help our clients maximise the opportunities created by the changing digital world and create a multi faceted digital strategy through to implementation.our work explores a new model of journalism that is based around a global story – in this case, the struggle for human rights and democracy around the world. our goal is to build a better user experience of these stories by adding context to content, using the latest digital tools of the day. over time, we hope to add greater clarity, deeper understanding, and more sustained engagement to the conversations surrounding global events. as such, our content is transcribed and translated into english for broadcast to a global audience.","the international broadcaster shall have at least five (5) years of current experience. the international broadcaster shall perform a combination of services that will include researching, interviewing, writing and voicing original news stories and reports. the international broadcaster shall have the ability to adapt material for radio, television and/or internet about events in the target region, the u.s. and other countries. the individual shall produce and edit reports using compatible digital technology and shall be able to record and process interviews by phone, live face-to-face or in the field. the individual shall have extensive knowledge of the target region, its people, culture, institutions and political situation, and the ability to adapt english material to the target language and adapt the target language to english. the international broadcaster shall possess and employ basic multimedia skills as required in the completion of each assignment, including the ability to take still photographs and record video via smartphone during field reporting assignments, and to upload photos and videos as needed to agency-based file servers. he or she shall assess different information to validate the comprehensiveness, accuracy and balance of news products, and shall demonstrate high standards of journalism and news experience. he or she shall have the ability to function as news announcer on live or pre-recorded news bulletins or newscasts for video assignments the international broadcaster shall wear attire suitable for the assignment. the international broadcaster shall be familiar with the agency’s best practices guide and shall adhere to its policies.",the international broadcaster shall properly complete all daily tasks. these daily tasks include but are not limited to: preparing for assignments (fails not more than once per week) revising video packages (fails not more than twice per week) correcting production errors in stories (fails not more than twice per week) properly creating line-ups and logs (fails not more than once per week).knowledge of africa and sango language required. knowledge of french preferred. ,not mentioned,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Broadcast Media,Unknown,0,1687,476,13,1,0,Long,Real Job
1105,Freelance Presentation Consultant,"US, NY, New York",,,"propoint provides custom, visual solutions that help our corporate clients engage their audience, win big, and set them apart from competitors. with more than a decade of success, over 10,000 projects, and thousands of clients of all sizes – from fortune 500 companies to startups, our team has the extraordinary talent and deep expertise needed to create inspired and compelling solutions.we build world-class, custom presentation designs in a variety of formats including slide shows (powerpoint, prezi, google slides, keynote), infographics, motion graphic videos, and mobile experiences (apps and epub). see the entire suite of our creative services at url_ff43622388e9246567b9f290115e41ec6fc9596479d0158afce1919bf76583db","propoint is an award-winning creative studio in new york city seeking a freelance presentation consultant who excels at creating engaging and thoughtful stories through presentations and videos for corporate clients.what you will do.formulate a creative message for clients and build a compelling presentation storyboards through which to communicate that messagewrite engaging, succinct content for a wide range of audiencescreate storyboards (i.e. outlines) replete with visuals for powerpoint and motion graphics presentations and demosedit and create copy ensuring they have the appropriate tone, structure and style for the presentation.quench our clients’ never-ending thirst for innovative ideascollaborate with our project managers and creative team on project needs, deliverables, and timelines find effective methods for blending data-driven information with storytelling to craft presentations with impactconceive the right visuals – though not creating or designing them – to supplement text content","what it takes.at least 2 years of freelance experience and several years as a presentation consultant or in a comparable roleyou need to be versatile and adapt copy voice and tone for various clientsa visual thinker with knowledge of graphic design, technology, software, creative services, and business management concepts  exceptional grammar, writing, copyediting, and proofreading skillsa four-year college degreeability to telecommute with steadfast reliabilityefficiently ensure on-time completion of all jobs within budget constraintsprofessional demeanor with high degree of comfort speaking and working directly with clientsnice if you also have.understanding of marketing content strategystrong conceptual/strategic thinking abilitybackground in corporate communications, marketing, journalism, or executive support","pay &amp perks.competitive hourly rate (1099)creative, fun, and unapologetically nerdy work culture (even from afar)how to get in.submit a resume along with a thoughtful letter outlining your presentation consultation experience.  please include your hourly compensation requirements.  propoint is currently seeking candidates authorized to work in the us and cannot provide sponsorship for work.  propoint graphics is an equal opportunity employer.enough about you.since our start in 2002, propoint has specialized in creating high-impact, premium visual experiences for clients of all sizes.  our client portfolio includes some of the world’s most recognizable brands like adp, google, mercer, jp morgan and showtime.we are a creative studio packed with people who boast eclectic backgrounds in digital design.  our team is passionate about working with organizations and big thinkers to transform their ideas into thrilling visual stories.  using a unique perspective and collaborative methodology, we tackle each project with creativity and vigor.  our informal, entrepreneurial culture is an excellent work environment where a new addition to our team can succeed and have fun.  for more information, please visit url_ff43622388e9246567b9f290115e41ec6fc9596479d0158afce1919bf76583db.",0,1,1,Contract,Unknown,Bachelor's Degree,Graphic Design,Writing/Editing,0,1011,825,1291,1,1,Long,Real Job
1132,Senior Android Developer,"US, OR, Portland",Product,,"goldstar is the world’s largest online seller of half-price tickets to live theater, concerts, comedy and sports. we execute on our core mission to help people go out more by connecting our more than 2 million members with 5,000 live event producers, including everyone from major league baseball to cirque du soleil. currently in 30 u.s. cities, we are expanding rapidly. founded in 2002, goldstar is headquartered in pasadena, ca, and is 100% founder, family and employee owned.to truly understand goldstar it may be easier to think about what we’re not. we’re not a secondary ticket broker. we’re also not a ticket exchange or auction site. and even though we publish discounts and it’s free to sign-up for our email newsletter, we’re not a daily deals site. think of us as a club where you’re always in the know about local events, tipped off about a cool show, and given access to great deals on tickets. in fact, at goldstar we like to say that we’re not in the business of finding buyers for our tickets, we’re in the business of finding tickets for our buyers.","url_6123c7dc036f8e6a05fd69c6e9322166019dc04c43623073489a23dec5edfbc3 is looking for an experienced android developer to join our small mobile app team and build an android version of our recently launched ios app.andorid developers are in high demand, you don’t need us to tell you that. goldstar's not a start-up, but we're still entrepreneurial. we're an established leader, but still scrappy and innovating. we're profitable, not waiting to hit some mythical milestone to get another round of funding. and eighty employees makes us not too big and not too small and still growing. see this profile on us that 37 signals did: http://37url_6eacbc0b8790f9cac0d9f75c2f7a8d32aba5c553becea03af7c2b612363562bdwe have a small (1 person in house currenty) ios dev team and we’re looking to add a developer to our mobile team to create a world class experience for our millions of members. our mobile app team is backed by an experience and collaborative server-side team. we move fast, iterate often, and ship all the time. you will have significant influence on the product and the technical direction of the app. you’ll work collaboratively with the rest of the company to build a world class user experience. you’ll be helping millions of people go out more and experience their community and you’ll be helping out thousands of theaters, musicians, and comedians by building their audience.we're looking for professional, experienced android developers. we have offices in pasadena, ca and portland, or. we're excited to help relocate the right people, but we’re not really into telecommuters right now, although there are always exceptions. we're looking for people that know how to ship great mobile applications.","we're looking for individuals experienced in working with the following things:rich, animated user interfacessecure ecommerce transactionsgeolocationhypermedia json apistranslating ios ux to android ux","top of market salaries based on experiencestock options in our fast growing company100% paid medical, vision and dental insurance including coverage for spouses and dependents at no additional costemployee ‘comp’ tickets to great eventsflexible, professional work environment that is still fun and family friendly",0,1,1,Full-time,Mid-Senior level,Unknown,Entertainment,Information Technology,0,1716,201,313,1,1,Long,Real Job
1194,Office Administrator,"US, CA, San Francisco Bay Area",,,"replise was started in 2008, just a year after twitter was launched, by a bunch of serial entrepreneurs who believed they could bridge the gap between technology and business. we focus on what we are best at: analysing social media and giving insights so our customers can focus on what they are best at: their core business. the expertise of our research team, the flexibility of our social analytics platform and the breadth and depth of our data empower our customers. they can develop better products because we help them understand the needs and wants of their target audiences. they can keep ahead of their competitors and keep up with their industry’s cutting edge because we help them see what’s in the big picture and what is not. this is why we work with brands like nike, samsung and nestle, and many communication agencies across europe.","come and join our award-winning firm at replise, we value our employees and reward them for excellence. we are currently looking for an office administrator to join our team in our future office (locations include la/sf/ny).  replise is a social media intelligence firm known for its innovative approach to social media research.as we grow and expand our services in the us market, we’re looking for the best and brightest to join our team. bring your talent, your skills, and your enthusiasm to a career at replise as an office administrator.duties and responsibilities:coordinate and set-up client and staff meetingsassist with spreadsheet and word processingcopying, faxing, filing, bindingreception back-up (answering telephones, shipping and receiving, etc.)assist administratively for other san francisco project teams, as neededorders office and kitchen supplies and coordination with vendorscoordinates with the property management any issues relating to the office space, building and facilitiessupervises front desk and mailroom dutiesevent planning and coordinationmust be a problem solverother duties as required",the position of office administrator will require excellent organisational skills to handle the office management and administrative support for the replise us office.desired skills and experiencequalified applicants should have a minimum of 2 years of administrative experiencemust be proficient in ms word and excel.  requires exceptional organisational skills.  excellent verbal and written communication skills are necessary. ,"about repliseat replise, we believe in social media. we draw business insights from social media using proven market research methodologies. we help our customers get the cutting edge intelligence they need to create their strategies and define their tactics. replise was started in 2008, just a year after twitter was launched, by a bunch of serial entrepreneurs who believed they could bridge the gap between technology and business. we focus on what we are best at: analysing social media and giving insights so our customers can focus on what they are best at: their core business. the expertise of our research team, the flexibility of our social analytics platform and the breadth and depth of our data empower our customers. they can develop better products because we help them understand the needs and wants of their target audiences. they can keep ahead of their competitors and keep up with their industry’s cutting edge because we help them see what’s in the big picture and what is not. this is why we work with brands like nike, samsung and nestle, and many communication agencies across europe. now, we are extending our business operations in the us and canada, so we’re recruiting a complete team of social media pros.",0,1,0,Full-time,Unknown,Unknown,Research,Administrative,0,1125,430,1236,1,1,Long,Real Job
1309,Flash Animator (QC),"IN, MH, Pune",Animation,,"lakshya digital is one of the largest game development and interactive entertainment companies in south asia. we work across business verticals such as services, ip creation and game-learning. we are the authorized developer for microsoft and sony playstation home and we have bene working with major game publishers and developers such as naughty dog , ea, ubisoft, rockstar, disney, yukes and vivendi (now activision blizzard) on over 75 game titles across genres, platforms and technologies including pc, mmogs, consoles, online, casual, social, mobile (ios and android) etc.to know more about us, please visit our website at url_624c296e6a80659447da8eb81bd341e527edbf4e653ce459217061a629ca63f4",job description:• check quality of visually appealing and conceptually strong interfaces created in flash or photoshop.• creating &amp checking quality art in flash.• animating art,skills required:• experience in integration of 3d content/sound files/2d content into flash presentation• experience of creating user interfaces and templates in flash.• knowledge of photoshop is helpful.• experience of creating flash animation is must• experience of working in an e-learning content creation company preferred,not mentioned,0,1,0,Contract,Associate,Certification,Animation,Art/Creative,0,181,327,13,1,0,Long,Real Job
1375,Customer Service Team Lead,"US, IN, Indianapolis",,,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","we are currently seeking a customer service team lead. the right candidate will be an integral part of our talented team, supporting our continued growth. this position will be located in our indianapolis, in location. responsibilities:balance workload provide guidance and direction to team serve as focal point for communication with customer and company personneldeploy staff as required while prioritizing workload assignmentsact as a workflow coordinator to manage projects as needed outside normal dutiesensure operating and quality standards are met based on service objectivesmaintain accuracy of required reports for volume tracking, maintain daily logs of measurements and other accountable itemsmaintain proper records management procedures (if applicable)ensure the highest levels of customer careensure adherence to business guidelines, safety &amp security proceduresresponsible for all aspects of equipment make appropriate equipment recommendationsprovide constructive feedback and recognition to team • provide manager with information and recommendations on hr and/or client related mattersidentify and create the potential for add-on business by developing a understanding of the clients' business strategy andsupport financial results by minimizing site waste and reworkresponsible for area if no manager is present on siterun network high production print equipmentrun network high production inserter equipmentrun network high production pressure seal equipmentperform scanning and imaging tasksperform quality inspections, tabulate data, identify root cause of performance issuesquality check printed and reprographics material and finished goods  lift large boxes of paper for storage or production usemaintain paper and envelope inventory (counts and stock)handle time-sensitive materialhandle confidential material  perform duties and special requests as assigned by management","qualifications:1 year minimum experience operating network high production print and insert equipmentability to handle multiple projects simultaneously print background required ability to adapt to change in a fast-growing print production environment1 year minimum experience performing scanning andstrong organizational and administrative skills imaging tasks preferreddemonstrated ability to show initiative and accept ownership1 year minimum customer service related experience preferred 1 year minimum experience in a high production print environmentstrong computer proficiency in email environmentshigh school diploma or equivalent strong microsoft excel, access, and word knowledge required ability to communicate both verbally and written with customersability to lift items weighing up to 50 poundsability to effectively work individually or in a team environmentmay be required to stand for long periods of time ",not mentioned,0,1,0,Full-time,Entry level,High School or equivalent,Government Administration,Customer Service,0,1907,923,13,1,0,Long,Real Job
1417,Business Analyst,"NZ, N, Auckland",,,"callcentre people recruitment is recognised as being specialists within the callcentre industry.  we provide permanent, temporary, contract and management staff for a number of large national and multi-national businesses in various industries.","telnet is new zealand's largest privately owned contact centre outsource provider, servicing a diverse range of national and international blue chip clients from their contact centre in auckland cbd.telnet is looking for a business analyst to work within the client services team. reporting to the chief client officer, you will need to liaise with it, operations, finance, hr and client services teams as well as upper-management.  part business analyst and part data analyst, this varied and interesting role covers a broad spectrum of telnet’s business.","you will be responsible for:analysing, streamlining and automating key processes using a workflow toolusing business intelligence tools to generate useful and insightful reports for telnet and its clientshelping to select and implement new billing, crm, workflow and data warehouse systemsdeveloping functional specifications for our it team to use to configure our systems for new businessyou will have:a background in business analysis and/or data analysis (mandatory)extensive experience with microsoft excel and/or other business intelligence tools (mandatory)experience analysing and documenting functional requirements and creating process flowcharts (mandatory)a good understanding of the concepts behind crm, data warehouse, workflow and billing systems (preferred)experience with microsoft sql server database principles and the ability to develop sql queries (preferred)some project management experience (preferred)proven ability to work using own initiative to achieve high level goals (mandatory)we require all applicants to complete a ministry of justice criminal record check and drug screen.",not mentioned,0,1,0,Full-time,Unknown,Unknown,Capital Markets,Unknown,0,556,1107,13,1,0,Long,Real Job
1525,Hacker,"US, MD, Baltimore",,,"ise resolves technology vulnerabilities through rigorous analyses to keep great companies great by providing expert, objective, targeted interventions. ise is a rapidly expanding, dynamic, and unique small company that wants fresh, well-rounded individuals (underwater basket weaving is a plus) who love what they do and have a rockin’ time doing it. our employees enjoy ise’s creative, educational, and comfortable, environment where they can thrive professionally and then take advantage of flexible hours and unlimited vacation days to support a great life when away from work.","about iseise is an independent security research and consulting firm dedicated to aggressive defense strategies through advanced science.  our elite team of analysts and developers make the digital world a safer place by breaking technology from the mindset of the most malicious of adversaries.  to be part of this team is to be a part of securing the online experience for generations to come.job summarydefend more than just your parents' basement - ise is seeking talented hackers.  duties include: source code analysis, network and system design assessment, security reviews, penetration testing, project management, and product evaluation.","what skills and experience are must-haves?experience with c &amp c++strong background in at least two of the following: desktop/mobile/cloud application securitysoftware vulnerability analysis, code coverage analysis and fuzzing network security, protocols, and penetration testingreverse engineering through static and dynamic analysis, memory forensics applied cryptography, cryptographic algorithm design and review secure software development","our employees enjoy ise’s creative, educational, and comfortable, environment where they can thrive professionally and then take advantage of flexible hours and unlimited vacation days to support a great life when away from work.",0,1,0,Full-time,Associate,Unspecified,Computer & Network Security,Information Technology,0,645,447,230,1,1,Long,Real Job
1697,Project Architect,"US, OH, Sidney",,,"freytag &amp associates, inc. is a multi-discipline design firm offering architectural, engineering, interior design, landscape and planning services.  while providing services for a variety of building types, freytag is best known for educational, religious/cultural and historic preservation projects.  the firm also serves a variety of governmental and health care clients and assists a commercial client base that requires not only local but national and international projects.  our office is located on miami avenue in sidney, ohio in an 1884 restored victorian home. in 1989, this historic structure was totally renovated to maintain the original character while functioning as a “state-of-the-art” design studio. the structure fosters a cohesive team oriented atmosphere while enhancing the surrounding community.  freytag &amp associates, inc. offers the latest computer technology from preliminary design through construction documents including interactive 3d building generations.","freytag &amp associates, inc, an established architectural/engineering firm in sidney, ohio is seeking an experienced project architect.  the position will involve: development of project design and leading team from schematic design thru construction drawings. strong design abilities. opportunity for expanded role in firm management and transition to firm ownership. freytag &amp associates, inc. is a multi-discipline design firm offering architectural, engineering, interior design, landscape and planning services.  while providing services for a variety of building types, freytag is best known for educational, religious/cultural and historic preservation projects.  the firm also serves a variety of governmental and health care clients and assists a commercial client base that requires not only local but national and international projects. our office is located on miami avenue in sidney, ohio in an 1884 restored victorian home. in 1989, this historic structure was totally renovated to maintain the original character while functioning as a “state-of-the-art” design studio. the structure fosters a cohesive team oriented atmosphere while enhancing the surrounding community.  freytag &amp associates, inc. offers the latest computer technology from preliminary design through construction documents including interactive 3d building generations.  to find out more about our company, please visit our website:  url_b32bc75ce34684d73e4d1e8cece819dee43dde5e71aebaa6724fc02bf40c2608","preferred candidate will be an experienced registered architect with proficiency in cad, and interest/expertise in interior design is also preferred. ",salary negotiablemedical &amp life insurance401k retirement plan,0,1,0,Full-time,Associate,Bachelor's Degree,Architecture & Planning,Project Management,0,1499,150,65,1,1,Long,Real Job
1710,Assistance on start-up,Unknown,,,not mentioned,we're a yound and crazy start-up of greeks around the world making the next generation marine social platform. we need any assistance that can be offered in any position that you would like to get professional experience. see some of the projects that you can pick up:docker based vms for google compute engineelastic search - kibanamongo dbakka for parallel computations of weather datapeople who care are about a great user experiences.content editorselectronic engineeringwe are just a happy bounch of people eager to welcome you to our community even if you are students looking for an internship. just let us get in contact with you,passion to make a positive impact,not mentioned,1,0,0,Part-time,Internship,Unknown,Maritime,Engineering,0,639,35,13,0,0,Long,Real Job
1826,"[Nashville, TN] Fundraising Consultant","US, TN, Nashville",Sales,,all american classics is a leading fundraising as a service (faas) company that helps nonprofit leaders raise money through different types of consignment auctions. for the last 20 years we have raised nearly 25 million dollars for our charity partners.   ,"position: fundraising consultantlocation: nashville, tn reports to: director of sales and marketingabout all american classicsall american classics is a leading fundraising as a service (faas) company that helps nonprofit leaders raise money through different types of consignment auctions. for the last 20 years we have raised nearly 25 million dollars for our charity partners.   our valuesaac is defined by continual improvement—not only of the products and services we deliver to our clients, but also of ourselves. each member of our team is held to the same expectations: keep learning, experimenting, and iterating. succeed or fail, but grow by it either way. collaborate and ask questions. be resourceful. be restless. have fun. we believe the joy you take in your work will be reflected in the outcome.we’re growing our remote sales force to help us increase our reach and take advantage of a massive market opportunity. aac is based in hot springs village, ar where we have a rapidly growing team. most of our fundraising consultants work remotely and we have a proven record of success working in areas that include: northwest arkansas, memphis tn,  and bigger cities such as atlanta and seattle (just to name a few).our teamour team is a balanced mix of seasoned veterans and young talented sales and marketing professionals. we all love to serve others and we are talented at challenging people to make a positive change in their fundraising efforts. we’re a team of self-starting individuals with a knack for cooperation and collaboration. we work (really) hard every day, but we also know when it’s time to take a break. we place a high value on personal connections amongst ourselves, our clients, and the outside world.the rolethe sales team works with nonprofits and charitable organizations to provide them with the best consulting on fundraising using the all american classics services.as an all american classics fundraising consultant you will initiate and build relationships with prospective and existing clients and aggressively pursue new business opportunities within your territory. the position will report directly to the director of sales and marketing.the goal for this position is to continue to grow all american classic’s sales effort into a larger, revenue producing initiative by adding new clients to our current client base.responsibilitiescreate new business opportunities and cultivate existing relationships.must be able to meet sales goals.setup and takedown auction displays attend charity and other industry related events.call on existing clients and new leads on a daily basis.","must be able to work remotely.must be self-driven.must have strong relationship and communication skills.must have general computer skills (gmail, google drive, excel)must have a passion for charity work. ",competitive quarterly bonus structure  weekly fuel stipend work remotely ,1,1,0,Full-time,Entry level,Unspecified,Fund-Raising,Sales,0,2625,205,73,1,1,Long,Real Job
